group,actor,recipient,category,start,stop,duration
GH010861,4,1,none,8487,8990,504
GH010861,4,10,none,0,4239,4240
GH010861,4,10,approach,4240,4241,2
GH010861,4,10,none,4242,5898,1657
GH010861,4,10,approach,5899,6012,114
GH010861,4,10,none,6013,8495,2483
GH010861,4,10,frontal_display,8496,8551,56
GH010861,4,10,none,8552,8990,439
GH010861,4,11,none,0,8990,8991
GH010861,4,12,none,0,8990,8991
GH010861,4,13,none,0,8990,8991
GH010861,4,14,none,0,6411,6412
GH010861,4,14,approach,6412,6484,73
GH010861,4,14,none,6485,6530,46
GH010861,4,14,chase,6531,6561,31
GH010861,4,14,none,6562,6590,29
GH010861,4,14,lateral_display,6591,6629,39
GH010861,4,14,none,6630,6635,6
GH010861,4,14,dart_bite,6636,6659,24
GH010861,4,14,none,6660,6758,99
GH010861,4,14,chase,6759,6804,46
GH010861,4,14,none,6805,7038,234
GH010861,4,14,dart_bite,7039,7069,31
GH010861,4,14,none,7070,7290,221
GH010861,4,2,none,0,18,19
GH010861,4,2,frontal_display,19,64,46
GH010861,4,2,none,65,2803,2739
GH010861,4,2,approach,2804,2849,46
GH010861,4,2,none,2850,3292,443
GH010861,4,2,frontal_display,3293,3324,32
GH010861,4,2,approach,3325,3326,2
GH010861,4,2,none,3327,7635,4309
GH010861,4,2,frontal_display,7636,7666,31
GH010861,4,2,none,7667,8990,1324
GH010861,4,3,none,0,8990,8991
GH010861,4,5,none,0,8560,8561
GH010861,4,5,lateral_display,8561,8621,61
GH010861,4,5,none,8622,8990,369
GH010861,4,6,none,0,8990,8991
GH010861,4,7,none,0,8990,8991
GH010861,4,8,none,0,643,644
GH010861,4,8,approach,644,696,53
GH010861,4,8,none,697,4545,3849
GH010861,4,8,approach,4546,4621,76
GH010861,4,8,none,4622,5415,794
GH010861,4,8,approach,5416,5484,69
GH010861,4,8,none,5485,7355,1871
GH010861,4,8,approach,7356,7395,40
GH010861,4,8,none,7396,7405,10
GH010861,4,8,approach,7406,7431,26
GH010861,4,8,none,7432,8990,1559
GH010861,4,9,none,0,1852,1853
GH010861,4,9,approach,1853,1871,19
GH010861,4,9,none,1872,8990,7119
GH010861,5,0,none,0,8990,8991
GH010861,5,1,none,0,2635,2636
GH010861,5,1,frontal_display,2636,2681,46
GH010861,5,1,none,2682,8990,6309
GH010861,5,10,none,0,8990,8991
GH010861,5,11,none,0,8990,8991
GH010861,5,12,none,0,8990,8991
GH010861,5,13,none,0,8990,8991
GH010861,5,14,none,0,6605,6606
GH010861,5,14,frontal_display,6606,6631,26
GH010861,5,14,none,6632,6651,20
GH010861,5,14,frontal_display,6652,6666,15
GH010861,5,14,none,6667,7290,624
GH010861,5,2,none,0,8990,8991
GH010861,5,3,none,0,8990,8991
GH010861,5,4,none,0,8508,8509
GH010861,5,4,frontal_display,8509,8546,38
GH010861,5,4,none,8547,8598,52
GH010861,5,4,frontal_display,8599,8606,8
GH010861,5,4,none,8607,8990,384
GH010861,5,6,none,0,8990,8991
GH010861,5,7,none,0,6188,6189
GH010861,5,7,dart_bite,6189,6249,61
GH010861,5,7,none,6250,8990,2741
GH010861,5,8,none,0,8990,8991
GH010861,5,9,none,0,7318,7319
GH010861,5,9,approach,7319,7394,76
GH010861,5,9,none,7395,8990,1596
GH010861,6,0,none,0,4598,4599
GH010861,6,0,frontal_display,4599,4636,38
GH010861,6,0,lateral_display,4637,4711,75
GH010861,6,0,none,4712,4713,2
GH010861,6,0,frontal_display,4714,4744,31
GH010861,6,0,none,4745,8990,4246
GH010861,6,1,none,0,8990,8991
GH010861,6,10,none,0,8990,8991
GH010861,6,11,none,0,183,184
GH010861,6,11,quiver,184,229,46
GH010861,6,11,none,230,1545,1316
GH010861,6,11,quiver,1546,1606,61
GH010861,6,11,none,1607,1643,37
GH010861,6,11,quiver,1644,1696,53
GH010861,6,11,none,1697,1930,234
GH010861,6,11,quiver,1931,1991,61
GH010861,6,11,none,1992,8990,6999
GH010861,6,12,none,0,8990,8991
GH010861,6,13,none,0,8990,8991
GH010861,6,14,none,0,7290,7291
GH010861,6,2,none,0,8990,8991
GH010861,6,3,none,0,8990,8991
GH010861,6,4,none,0,8990,8991
GH010861,6,5,none,0,8990,8991
GH010861,6,7,none,0,8990,8991
GH010861,6,8,none,0,1008,1009
GH010861,6,8,lateral_display,1009,1084,76
GH010861,6,8,none,1085,5993,4909
GH010861,6,8,lateral_display,5994,6054,61
GH010861,6,8,none,6055,7497,1443
GH010861,6,8,lateral_display,7498,7561,64
GH010861,6,8,none,7562,8053,492
GH010861,6,8,lateral_display,8054,8174,121
GH010861,6,8,none,8175,8990,816
GH010861,6,9,none,0,8990,8991
GH010861,7,0,none,0,8990,8991
GH010861,7,1,none,0,8990,8991
GH010861,7,10,none,0,8990,8991
GH010861,7,11,none,0,8990,8991
GH010861,7,12,none,0,8990,8991
GH010861,7,13,none,0,840,841
GH010861,7,13,frontal_display,841,864,24
GH010861,7,13,quiver,865,909,45
GH010861,7,13,none,910,5253,4344
GH010861,7,13,frontal_display,5254,5306,53
GH010861,7,13,none,5307,7665,2359
GH010861,7,13,frontal_display,7666,7711,46
GH010861,7,13,none,7712,8990,1279
GH010861,7,14,none,0,7290,7291
GH010861,7,2,none,0,8990,8991
GH010861,7,3,none,0,8990,8991
GH010861,7,4,none,0,8990,8991
GH010861,7,5,none,0,803,804
GH010861,7,5,chase,804,835,32
GH010861,7,5,none,836,5735,4900
GH010861,7,5,frontal_display,5736,5774,39
GH010861,7,5,none,5775,6203,429
GH010861,7,5,quiver,6204,6256,53
GH010861,7,5,none,6257,8990,2734
GH010861,7,6,none,0,8990,8991
GH010861,7,8,none,0,8990,8991
GH010861,7,9,none,0,8990,8991
GH010861,8,0,none,0,400,401
GH010861,8,0,dart_bite,401,454,54
GH010861,8,0,none,455,2273,1819
GH010861,8,0,frontal_display,2274,2349,76
GH010861,8,0,none,2350,8990,6641
GH010861,8,1,none,0,8990,8991
GH010861,8,10,none,0,8990,8991
GH010861,8,11,none,0,8990,8991
GH010861,8,12,none,0,8990,8991
GH010861,8,13,none,0,8990,8991
GH010861,8,14,none,0,7290,7291
GH010861,8,2,none,0,8990,8991
GH010861,8,3,none,0,3250,3251
GH010861,8,3,dart_bite,3251,3319,69
GH010861,8,3,none,3320,8990,5671
GH010861,8,4,none,0,695,696
GH010861,8,4,chase,696,749,54
GH010861,8,4,none,750,7430,6681
GH010861,8,4,dart_bite,7431,7491,61
GH010861,8,4,none,7492,8990,1499
GH010861,8,5,none,0,8990,8991
GH010861,8,6,none,0,1008,1009
GH010861,8,6,lateral_display,1009,1069,61
GH010861,8,6,none,1070,7508,6439
GH010861,8,6,lateral_display,7509,7561,53
GH010861,8,6,none,7562,7863,302
GH010861,8,6,approach,7864,7924,61
GH010861,8,6,none,7925,8990,1066
GH010861,8,7,none,0,8990,8991
GH010861,8,9,none,0,8990,8991
GH010861,9,0,none,0,8990,8991
GH010861,9,1,none,0,8990,8991
GH010861,9,10,none,0,83,84
GH010861,9,10,frontal_display,84,129,46
GH010861,9,10,none,130,4750,4621
GH010861,9,10,quiver,4751,4811,61
GH010861,9,10,none,4812,4944,133
GH010861,9,10,dart_bite,4945,4969,25
GH010861,9,10,none,4970,5120,151
GH010861,9,10,quiver,5121,5159,39
GH010861,9,10,none,5160,5393,234
GH010861,9,10,quiver,5394,5439,46
GH010861,9,10,none,5440,8990,3551
GH010861,9,11,none,0,6400,6401
GH010861,9,11,frontal_display,6401,6427,27
GH010861,9,11,none,6428,8990,2563
GH010861,9,12,none,0,8990,8991
GH010861,9,13,none,0,3985,3986
GH010861,9,13,quiver,3986,4046,61
GH010861,9,13,none,4047,6468,2422
GH010861,9,13,quiver,6469,6521,53
GH010861,9,13,none,6522,8990,2469
GH010861,9,14,none,0,7290,7291
GH010861,9,2,none,0,8990,8991
GH010861,9,3,none,0,8990,8991
GH010861,9,4,none,0,8990,8991
GH010861,9,5,none,0,8990,8991
GH010861,9,6,none,0,8990,8991
GH010861,9,7,none,0,8990,8991
GH010861,9,8,none,0,8990,8991
GH013974,0,1,none,0,11687,11688
GH013974,0,10,none,0,11687,11688
GH013974,0,11,none,0,11687,11688
GH013974,0,12,none,0,11687,11688
GH013974,0,13,none,0,10855,10856
GH013974,0,13,approach,10856,10901,46
GH013974,0,13,none,10902,11687,786
GH013974,0,2,none,0,11687,11688
GH013974,0,3,none,0,8508,8509
GH013974,0,3,frontal_display,8509,8568,60
GH013974,0,3,none,8569,11687,3119
GH013974,0,4,none,0,11687,11688
GH013974,0,5,none,0,11687,11688
GH013974,0,6,none,0,11687,11688
GH013974,0,7,none,0,11687,11688
GH013974,0,8,none,0,531,532
GH013974,0,8,approach,532,592,61
GH013974,0,8,none,593,1318,726
GH013974,0,8,dart_bite,1319,1349,31
GH013974,0,8,none,1350,1363,14
GH013974,0,8,frontal_display,1364,1401,38
GH013974,0,8,none,1402,6740,5339
GH013974,0,8,dart_bite,6741,6779,39
GH013974,0,8,none,6780,11687,4908
GH013974,0,9,none,0,11687,11688
GH013974,1,0,none,0,11687,11688
GH013974,1,10,none,0,11687,11688
GH013974,1,11,none,0,11687,11688
GH013974,1,12,none,0,11687,11688
GH013974,1,13,none,0,11687,11688
GH013974,1,2,none,0,11687,11688
GH013974,1,3,none,0,7693,7694
GH013974,1,3,frontal_display,7694,7729,36
GH013974,1,3,lateral_display,7730,7825,96
GH013974,1,3,none,7826,11687,3862
GH013974,1,4,none,0,3651,3652
GH013974,1,4,lateral_display,3652,3734,83
GH013974,1,4,none,3735,7325,3591
GH013974,1,4,frontal_display,7326,7389,64
GH013974,1,4,none,7390,10809,3420
GH013974,1,4,frontal_display,10810,10885,76
GH013974,1,4,none,10886,11687,802
GH013974,1,5,none,0,9218,9219
GH013974,1,5,lateral_display,9219,9301,83
GH013974,1,5,none,9302,9311,10
GH013974,1,5,dart_bite,9312,9354,43
GH013974,1,5,none,9355,11687,2333
GH013974,1,6,none,0,11687,11688
GH013974,1,7,none,0,11687,11688
GH013974,1,8,none,0,11687,11688
GH013974,1,9,none,0,11687,11688
GH013974,10,0,none,0,11687,11688
GH013974,10,1,none,0,11687,11688
GH013974,10,11,none,0,11687,11688
GH013974,10,12,none,0,378,379
GH013974,10,12,lateral_display,379,446,68
GH013974,10,12,none,447,11687,11241
GH013974,10,13,none,0,11687,11688
GH013974,10,2,none,0,4853,4854
GH013974,10,2,frontal_display,4854,4916,63
GH013974,10,2,none,4917,10923,6007
GH013974,10,2,lateral_display,10924,10985,62
GH013974,10,2,none,10986,11687,702
GH013974,10,3,none,0,11687,11688
GH013974,10,4,none,0,11687,11688
GH013974,10,5,none,0,11687,11688
GH013974,10,6,none,0,11687,11688
GH013974,10,7,none,0,6947,6948
GH013974,10,7,approach,6948,6950,3
GH013974,10,7,frontal_display,6951,7025,75
GH013974,10,7,none,7026,9010,1985
GH013974,10,7,frontal_display,9011,9054,44
GH013974,10,7,none,9055,9061,7
GH013974,10,7,frontal_display,9062,9107,46
GH013974,10,7,none,9108,10148,1041
GH013974,10,7,frontal_display,10149,10199,51
GH013974,10,7,none,10200,10513,314
GH013974,10,7,frontal_display,10514,10590,77
GH013974,10,7,none,10591,11687,1097
GH013974,10,8,none,0,11687,11688
GH013974,10,9,none,0,11687,11688
GH013974,11,0,none,0,11687,11688
GH013974,11,1,none,0,11687,11688
GH013974,11,10,none,0,11687,11688
GH013974,11,12,none,0,3393,3394
GH013974,11,12,dart_bite,3394,3416,23
GH013974,11,12,none,3417,3475,59
GH013974,11,12,dart_bite,3476,3514,39
GH013974,11,12,none,3515,3534,20
GH013974,11,12,dart_bite,3535,3566,32
GH013974,11,12,none,3567,5341,1775
GH013974,11,12,chase,5342,5372,31
GH013974,11,12,none,5373,7068,1696
GH013974,11,12,chase,7069,7099,31
GH013974,11,12,none,7100,7363,264
GH013974,11,12,chase,7364,7399,36
GH013974,11,12,none,7400,9568,2169
GH013974,11,12,dart_bite,9569,9614,46
GH013974,11,12,none,9615,11687,2073
GH013974,11,13,none,0,11687,11688
GH013974,11,2,none,0,6960,6961
GH013974,11,2,dart_bite,6961,7014,54
GH013974,11,2,none,7015,7545,531
GH013974,11,2,chase,7546,7581,36
GH013974,11,2,none,7582,11687,4106
GH013974,11,3,none,0,11687,11688
GH013974,11,4,none,0,11687,11688
GH013974,11,5,none,0,10285,10286
GH013974,11,5,chase,10286,10323,38
GH013974,11,5,none,10324,11687,1364
GH013974,11,6,none,0,688,689
GH013974,11,6,chase,689,719,31
GH013974,11,6,none,720,724,5
GH013974,11,6,chase,725,741,17
GH013974,11,6,none,742,11687,10946
GH013974,11,7,none,0,2953,2954
GH013974,11,7,dart_bite,2954,2984,31
GH013974,11,7,none,2985,3031,47
GH013974,11,7,chase,3032,3069,38
GH013974,11,7,none,3070,5688,2619
GH013974,11,7,dart_bite,5689,5726,38
GH013974,11,7,none,5727,11687,5961
GH013974,11,8,none,0,11687,11688
GH013974,11,9,none,0,11687,11688
GH013974,12,0,none,0,241,242
GH013974,12,0,frontal_display,242,279,38
GH013974,12,0,none,280,11687,11408
GH013974,12,1,none,0,11687,11688
GH013974,12,10,none,0,11687,11688
GH013974,12,11,none,0,3424,3425
GH013974,12,11,lateral_display,3425,3468,44
GH013974,12,11,frontal_display,3469,3491,23
GH013974,12,11,none,3492,3513,22
GH013974,12,11,frontal_display,3514,3545,32
GH013974,12,11,none,3546,5393,1848
GH013974,12,11,frontal_display,5394,5431,38
GH013974,12,11,none,5432,10613,5182
GH013974,12,11,lateral_display,10614,10674,61
GH013974,12,11,none,10675,10695,21
GH013974,12,11,frontal_display,10696,10734,39
GH013974,12,11,none,10735,11687,953
GH013974,12,13,none,0,10868,10869
GH013974,12,13,lateral_display,10869,10928,60
GH013974,12,13,none,10929,11687,759
GH013974,12,2,none,0,11687,11688
GH013974,12,3,none,0,11687,11688
GH013974,12,4,none,0,11687,11688
GH013974,12,5,none,0,11687,11688
GH013974,12,6,none,0,11687,11688
GH013974,12,7,none,0,11687,11688
GH013974,12,8,none,0,7768,7769
GH013974,12,8,frontal_display,7769,7804,36
GH013974,12,8,none,7805,10740,2936
GH013974,12,8,frontal_display,10741,10779,39
GH013974,12,8,none,10780,11687,908
GH013974,12,9,none,0,188,189
GH013974,12,9,chase,189,241,53
GH013974,12,9,none,242,11687,11446
GH013974,13,0,none,0,11687,11688
GH013974,13,1,none,0,11687,11688
GH013974,13,10,none,0,11687,11688
GH013974,13,11,none,0,11687,11688
GH013974,13,12,none,0,11687,11688
GH013974,13,2,none,0,2651,2652
GH013974,13,2,frontal_display,2652,2689,38
GH013974,13,2,none,2690,2695,6
GH013974,13,2,frontal_display,2696,2717,22
GH013974,13,2,none,2718,2719,2
GH013974,13,2,frontal_display,2720,2750,31
GH013974,13,2,none,2751,2763,13
GH013974,13,2,frontal_display,2764,2801,38
GH013974,13,2,none,2802,5326,2525
GH013974,13,2,frontal_display,5327,5389,63
GH013974,13,2,none,5390,5401,12
GH013974,13,2,frontal_display,5402,5433,32
GH013974,13,2,none,5434,5445,12
GH013974,13,2,frontal_display,5446,5499,54
GH013974,13,2,none,5500,5505,6
GH013974,13,2,frontal_display,5506,5544,39
GH013974,13,2,none,5545,5556,12
GH013974,13,2,frontal_display,5557,5559,3
GH013974,13,2,none,5560,7005,1446
GH013974,13,2,frontal_display,7006,7039,34
GH013974,13,2,none,7040,9490,2451
GH013974,13,2,frontal_display,9491,9536,46
GH013974,13,2,none,9537,9548,12
GH013974,13,2,frontal_display,9549,9584,36
GH013974,13,2,none,9585,11687,2103
GH013974,13,3,none,0,11687,11688
GH013974,13,4,none,0,11687,11688
GH013974,13,5,none,0,11687,11688
GH013974,13,6,none,0,3628,3629
GH013974,13,6,dart_bite,3629,3659,31
GH013974,13,6,none,3660,11687,8028
GH013974,13,7,none,0,11687,11688
GH013974,13,8,none,0,11687,11688
GH013974,13,9,none,0,1460,1461
GH013974,13,9,frontal_display,1461,1506,46
GH013974,13,9,none,1507,5796,4290
GH013974,13,9,frontal_display,5797,5842,46
GH013974,13,9,none,5843,7348,1506
GH013974,13,9,frontal_display,7349,7386,38
GH013974,13,9,none,7387,7387,1
GH013974,13,9,frontal_display,7388,7454,67
GH013974,13,9,none,7455,8530,1076
GH013974,13,9,frontal_display,8531,8576,46
GH013974,13,9,none,8577,9944,1368
GH013974,13,9,frontal_display,9945,9991,47
GH013974,13,9,lateral_display,9992,10040,49
GH013974,13,9,none,10041,10531,491
GH013974,13,9,frontal_display,10532,10577,46
GH013974,13,9,none,10578,11687,1110
GH013974,2,0,none,0,11687,11688
GH013974,2,1,none,0,11687,11688
GH013974,2,10,none,0,10916,10917
GH013974,2,10,lateral_display,10917,10984,68
GH013974,2,10,none,10985,11687,703
GH013974,2,11,none,0,3680,3681
GH013974,2,11,dart_bite,3681,3726,46
GH013974,2,11,none,3727,11687,7961
GH013974,2,12,none,0,325,326
GH013974,2,12,frontal_display,326,372,47
GH013974,2,12,none,373,11687,11315
GH013974,2,13,none,0,2621,2622
GH013974,2,13,frontal_display,2622,2674,53
GH013974,2,13,none,2675,5393,2719
GH013974,2,13,lateral_display,5394,5469,76
GH013974,2,13,none,5470,5483,14
GH013974,2,13,frontal_display,5484,5536,53
GH013974,2,13,none,5537,11687,6151
GH013974,2,3,none,0,11687,11688
GH013974,2,4,none,0,11687,11688
GH013974,2,5,none,0,11687,11688
GH013974,2,6,none,0,11687,11688
GH013974,2,7,none,0,11687,11688
GH013974,2,8,none,0,76,77
GH013974,2,8,chase,77,121,45
GH013974,2,8,none,122,11687,11566
GH013974,2,9,none,0,11687,11688
GH013974,3,0,none,0,8569,8570
GH013974,3,0,frontal_display,8570,8614,45
GH013974,3,0,none,8615,11687,3073
GH013974,3,1,none,0,7710,7711
GH013974,3,1,frontal_display,7711,7727,17
GH013974,3,1,none,7728,7783,56
GH013974,3,1,lateral_display,7784,7836,53
GH013974,3,1,none,7837,11687,3851
GH013974,3,10,none,0,11687,11688
GH013974,3,11,none,0,11687,11688
GH013974,3,12,none,0,11687,11688
GH013974,3,13,none,0,11687,11688
GH013974,3,2,none,0,11687,11688
GH013974,3,4,none,0,311,312
GH013974,3,4,frontal_display,312,349,38
GH013974,3,4,none,350,11687,11338
GH013974,3,5,none,0,11687,11688
GH013974,3,6,none,0,11687,11688
GH013974,3,7,none,0,11687,11688
GH013974,3,8,none,0,11687,11688
GH013974,3,9,none,0,11687,11688
GH013974,4,0,none,0,11687,11688
GH013974,4,1,none,0,3620,3621
GH013974,4,1,frontal_display,3621,3652,32
GH013974,4,1,lateral_display,3653,3733,81
GH013974,4,1,none,3734,11687,7954
GH013974,4,10,none,0,11687,11688
GH013974,4,11,none,0,11687,11688
GH013974,4,12,none,0,11687,11688
GH013974,4,13,none,0,11687,11688
GH013974,4,2,none,0,11687,11688
GH013974,4,3,none,0,288,289
GH013974,4,3,frontal_display,289,326,38
GH013974,4,3,none,327,11687,11361
GH013974,4,5,none,0,11687,11688
GH013974,4,6,none,0,11687,11688
GH013974,4,7,none,0,11687,11688
GH013974,4,8,none,0,11687,11688
GH013974,4,9,none,0,11687,11688
GH013974,5,0,none,0,11687,11688
GH013974,5,1,none,0,9127,9128
GH013974,5,1,approach,9128,9251,124
GH013974,5,1,none,9252,11687,2436
GH013974,5,10,none,0,11687,11688
GH013974,5,11,none,0,11687,11688
GH013974,5,12,none,0,11687,11688
GH013974,5,13,none,0,11687,11688
GH013974,5,2,none,0,11687,11688
GH013974,5,3,none,0,11687,11688
GH013974,5,4,none,0,11687,11688
GH013974,5,6,none,0,7848,7849
GH013974,5,6,chase,7849,7900,52
GH013974,5,6,none,7901,9938,2038
GH013974,5,6,approach,9939,9980,42
GH013974,5,6,none,9981,11687,1707
GH013974,5,7,none,0,9980,9981
GH013974,5,7,approach,9981,10011,31
GH013974,5,7,lateral_display,10012,10091,80
GH013974,5,7,none,10092,11687,1596
GH013974,5,8,none,0,11687,11688
GH013974,5,9,none,0,11687,11688
GH013974,6,0,none,0,11687,11688
GH013974,6,1,none,0,11687,11688
GH013974,6,10,none,0,11687,11688
GH013974,6,11,none,0,11687,11688
GH013974,6,12,none,0,11687,11688
GH013974,6,13,none,0,11687,11688
GH013974,6,2,none,0,11687,11688
GH013974,6,3,none,0,11687,11688
GH013974,6,4,none,0,11687,11688
GH013974,6,5,none,0,11687,11688
GH013974,6,7,none,0,4151,4152
GH013974,6,7,frontal_display,4152,4211,60
GH013974,6,7,none,4212,4468,257
GH013974,6,7,frontal_display,4469,4521,53
GH013974,6,7,none,4522,4538,17
GH013974,6,7,frontal_display,4539,4577,39
GH013974,6,7,none,4578,4598,21
GH013974,6,7,frontal_display,4599,4636,38
GH013974,6,7,none,4637,5840,1204
GH013974,6,7,chase,5841,5886,46
GH013974,6,7,none,5887,6023,137
GH013974,6,7,dart_bite,6024,6069,46
GH013974,6,7,none,6070,6081,12
GH013974,6,7,frontal_display,6082,6125,44
GH013974,6,7,none,6126,6180,55
GH013974,6,7,frontal_display,6181,6211,31
GH013974,6,7,none,6212,11687,5476
GH013974,6,8,none,0,11687,11688
GH013974,6,9,none,0,11687,11688
GH013974,7,0,none,0,11687,11688
GH013974,7,1,none,0,11687,11688
GH013974,7,10,none,0,9035,9036
GH013974,7,10,frontal_display,9036,9058,23
GH013974,7,10,lateral_display,9059,9135,77
GH013974,7,10,none,9136,11430,2295
GH013974,7,10,dart_bite,11431,11481,51
GH013974,7,10,none,11482,11687,206
GH013974,7,11,none,0,2983,2984
GH013974,7,11,frontal_display,2984,3036,53
GH013974,7,11,none,3037,11687,8651
GH013974,7,12,none,0,423,424
GH013974,7,12,frontal_display,424,469,46
GH013974,7,12,none,470,11687,11218
GH013974,7,13,none,0,11687,11688
GH013974,7,2,none,0,10885,10886
GH013974,7,2,dart_bite,10886,10946,61
GH013974,7,2,none,10947,11687,741
GH013974,7,3,none,0,11687,11688
GH013974,7,4,none,0,11687,11688
GH013974,7,5,none,0,9975,9976
GH013974,7,5,frontal_display,9976,10051,76
GH013974,7,5,none,10052,10173,122
GH013974,7,5,approach,10174,10219,46
GH013974,7,5,none,10220,11687,1468
GH013974,7,6,none,0,2665,2666
GH013974,7,6,frontal_display,2666,2764,99
GH013974,7,6,none,2765,3695,931
GH013974,7,6,frontal_display,3696,3749,54
GH013974,7,6,none,3750,3938,189
GH013974,7,6,dart_bite,3939,3984,46
GH013974,7,6,none,3985,3998,14
GH013974,7,6,frontal_display,3999,4081,83
GH013974,7,6,none,4082,4105,24
GH013974,7,6,frontal_display,4106,4165,60
GH013974,7,6,none,4166,4438,273
GH013974,7,6,frontal_display,4439,4491,53
GH013974,7,6,none,4492,4520,29
GH013974,7,6,frontal_display,4521,4551,31
GH013974,7,6,none,4552,4553,2
GH013974,7,6,frontal_display,4554,4592,39
GH013974,7,6,none,4593,5796,1204
GH013974,7,6,dart_bite,5797,5841,45
GH013974,7,6,none,5842,5878,37
GH013974,7,6,dart_bite,5879,5969,91
GH013974,7,6,none,5970,5975,6
GH013974,7,6,frontal_display,5976,6051,76
GH013974,7,6,none,6052,6061,10
GH013974,7,6,frontal_display,6062,6099,38
GH013974,7,6,none,6100,6113,14
GH013974,7,6,frontal_display,6114,6150,37
GH013974,7,6,none,6151,6193,43
GH013974,7,6,frontal_display,6194,6241,48
GH013974,7,6,none,6242,11687,5446
GH013974,7,8,none,0,11687,11688
GH013974,7,9,none,0,11687,11688
GH013974,8,0,none,0,1348,1349
GH013974,8,0,frontal_display,1349,1379,31
GH013974,8,0,none,1380,1382,3
GH013974,8,0,frontal_display,1383,1461,79
GH013974,8,0,none,1462,6778,5317
GH013974,8,0,frontal_display,6779,6809,31
GH013974,8,0,none,6810,6810,1
GH013974,8,0,frontal_display,6811,6833,23
GH013974,8,0,none,6834,11687,4854
GH013974,8,1,none,0,11687,11688
GH013974,8,10,none,0,11687,11688
GH013974,8,11,none,0,11687,11688
GH013974,8,12,none,0,11687,11688
GH013974,8,13,none,0,11687,11688
GH013974,8,2,none,0,11687,11688
GH013974,8,3,none,0,11687,11688
GH013974,8,4,none,0,11687,11688
GH013974,8,5,none,0,11687,11688
GH013974,8,6,none,0,11687,11688
GH013974,8,7,none,0,11687,11688
GH013974,8,9,none,0,2296,2297
GH013974,8,9,frontal_display,2297,2341,45
GH013974,8,9,none,2342,3953,1612
GH013974,8,9,lateral_display,3954,4036,83
GH013974,8,9,none,4037,11687,7651
GH013974,9,0,none,0,11687,11688
GH013974,9,1,none,0,11687,11688
GH013974,9,10,none,0,11687,11688
GH013974,9,11,none,0,11687,11688
GH013974,9,12,none,0,11687,11688
GH013974,9,13,none,0,647,648
GH013974,9,13,frontal_display,648,659,12
GH013974,9,13,none,660,9968,9309
GH013974,9,13,frontal_display,9969,10006,38
GH013974,9,13,lateral_display,10007,10099,93
GH013974,9,13,none,10100,11687,1588
GH013974,9,2,none,0,588,589
GH013974,9,2,frontal_display,589,647,59
GH013974,9,2,none,648,11687,11040
GH013974,9,3,none,0,11687,11688
GH013974,9,4,none,0,11687,11688
GH013974,9,5,none,0,11687,11688
GH013974,9,6,none,0,11687,11688
GH013974,9,7,none,0,11687,11688
GH013974,9,8,none,0,848,849
GH013974,9,8,lateral_display,849,916,68
GH013974,9,8,none,917,3915,2999
GH013974,9,8,frontal_display,3916,3984,69
GH013974,9,8,lateral_display,3985,4074,90
GH013974,9,8,none,4075,4527,453
GH013974,9,8,frontal_display,4528,4585,58
GH013974,9,8,none,4586,11687,7102
GH019910,0,1,none,0,12587,12588
GH019910,0,10,none,0,5624,5625
GH019910,0,10,approach,5625,5685,61
GH019910,0,10,none,5686,12579,6894
GH019910,0,11,none,0,12587,12588
GH019910,0,12,none,0,736,737
GH019910,0,12,frontal_display,737,782,46
GH019910,0,12,none,783,789,7
GH019910,0,12,frontal_display,790,827,38
GH019910,0,12,none,828,3739,2912
GH019910,0,12,frontal_display,3740,3775,36
GH019910,0,12,none,3776,3781,6
GH019910,0,12,frontal_display,3782,3812,31
GH019910,0,12,none,3813,12587,8775
GH019910,0,13,none,0,12587,12588
GH019910,0,14,none,0,12587,12588
GH019910,0,2,none,0,12587,12588
GH019910,0,3,none,0,12587,12588
GH019910,0,4,none,0,12587,12588
GH019910,0,5,none,0,12587,12588
GH019910,0,6,none,0,1604,1605
GH019910,0,6,frontal_display,1605,1700,96
GH019910,0,6,none,1701,1744,44
GH019910,0,6,frontal_display,1745,1782,38
GH019910,0,6,none,1783,9501,7719
GH019910,0,6,frontal_display,9502,9532,31
GH019910,0,6,lateral_display,9533,9537,5
GH019910,0,6,none,9538,9550,13
GH019910,0,6,lateral_display,9551,9575,25
GH019910,0,6,none,9576,10781,1206
GH019910,0,6,frontal_display,10782,10832,51
GH019910,0,6,none,10833,10905,73
GH019910,0,6,frontal_display,10906,10945,40
GH019910,0,6,none,10946,12587,1642
GH019910,0,7,none,0,12587,12588
GH019910,0,8,none,0,12587,12588
GH019910,0,9,none,0,4904,4905
GH019910,0,9,frontal_display,4905,4957,53
GH019910,0,9,none,4958,12587,7630
GH019910,1,0,none,0,12587,12588
GH019910,1,10,none,0,12579,12580
GH019910,1,11,none,0,4174,4175
GH019910,1,11,lateral_display,4175,4280,106
GH019910,1,11,none,4281,12587,8307
GH019910,1,12,none,0,6897,6898
GH019910,1,12,lateral_display,6898,6972,75
GH019910,1,12,none,6973,12587,5615
GH019910,1,13,none,0,12587,12588
GH019910,1,14,none,0,12587,12588
GH019910,1,2,none,0,12587,12588
GH019910,1,3,none,0,2736,2737
GH019910,1,3,dart_bite,2737,2764,28
GH019910,1,3,none,2765,12587,9823
GH019910,1,4,none,0,12587,12588
GH019910,1,5,none,0,12587,12588
GH019910,1,6,none,0,12587,12588
GH019910,1,7,none,0,12587,12588
GH019910,1,8,none,0,41,42
