group,actor,recipient,category,start,stop
7,resident,intruder,none,6518,6665
7,resident,intruder,investigation,6666,6703
7,resident,intruder,none,6704,6953
7,resident,intruder,investigation,6954,6967
7,resident,intruder,none,6968,7002
7,resident,intruder,investigation,7003,7017
7,resident,intruder,none,7018,7219
7,resident,intruder,investigation,7220,7258
7,resident,intruder,mount,7259,7291
7,resident,intruder,investigation,7292,7312
7,resident,intruder,none,7313,7688
7,resident,intruder,investigation,7689,7758
7,resident,intruder,none,7759,7907
7,resident,intruder,investigation,7908,7916
7,resident,intruder,none,7917,7939
7,resident,intruder,investigation,7940,7958
7,resident,intruder,none,7959,8325
7,resident,intruder,investigation,8326,8372
7,resident,intruder,none,8373,8460
7,resident,intruder,investigation,8461,8607
7,resident,intruder,attack,8608,8738
7,resident,intruder,investigation,8739,8767
7,resident,intruder,attack,8768,9043
7,resident,intruder,investigation,9044,9076
7,resident,intruder,attack,9077,9134
7,resident,intruder,investigation,9135,9189
7,resident,intruder,attack,9190,9293
7,resident,intruder,investigation,9294,9329
7,resident,intruder,attack,9330,9540
7,resident,intruder,investigation,9541,9746
7,resident,intruder,attack,9747,9798
7,resident,intruder,investigation,9799,9839
7,resident,intruder,none,9840,10139
7,resident,intruder,investigation,10140,10196
7,resident,intruder,none,10197,10693
7,resident,intruder,investigation,10694,10726
7,resident,intruder,none,10727,10923
7,resident,intruder,investigation,10924,10945
7,resident,intruder,none,10946,11277
7,resident,intruder,investigation,11278,11400
7,resident,intruder,none,11401,11406
8,intruder,resident,none,0,8331
8,resident,intruder,none,0,0
8,resident,intruder,investigation,1,45
8,resident,intruder,none,46,76
8,resident,intruder,investigation,77,359
8,resident,intruder,none,360,387
8,resident,intruder,investigation,388,816
8,resident,intruder,none,817,947
8,resident,intruder,investigation,948,2006
8,resident,intruder,none,2007,2023
8,resident,intruder,investigation,2024,2059
8,resident,intruder,none,2060,3295
8,resident,intruder,investigation,3296,3342
8,resident,intruder,none,3343,3396
8,resident,intruder,investigation,3397,3729
8,resident,intruder,none,3730,3867
8,resident,intruder,investigation,3868,4234
8,resident,intruder,none,4235,4282
8,resident,intruder,investigation,4283,4357
8,resident,intruder,none,4358,4595
8,resident,intruder,investigation,4596,4821
8,resident,intruder,none,4822,5155
8,resident,intruder,investigation,5156,5165
8,resident,intruder,none,5166,5288
8,resident,intruder,investigation,5289,5300
8,resident,intruder,none,5301,5301
8,resident,intruder,investigation,5302,5353
8,resident,intruder,none,5354,5863
8,resident,intruder,investigation,5864,5876
8,resident,intruder,none,5877,5944
8,resident,intruder,investigation,5945,5969
8,resident,intruder,none,5970,6071
8,resident,intruder,investigation,6072,6083
8,resident,intruder,none,6084,6146
8,resident,intruder,investigation,6147,6178
8,resident,intruder,none,6179,6325
8,resident,intruder,investigation,6326,6332
8,resident,intruder,none,6333,6449
8,resident,intruder,investigation,6450,6508
8,resident,intruder,none,6509,6562
8,resident,intruder,investigation,6563,6580
8,resident,intruder,none,6581,7060
8,resident,intruder,investigation,7061,7082
8,resident,intruder,none,7083,7153
8,resident,intruder,investigation,7154,7166
8,resident,intruder,none,7167,7618
8,resident,intruder,investigation,7619,7625
8,resident,intruder,none,7626,8331
9,intruder,resident,none,0,8665
9,resident,intruder,none,0,0
9,resident,intruder,investigation,1,108
9,resident,intruder,none,109,435
9,resident,intruder,investigation,436,591
9,resident,intruder,none,592,625
9,resident,intruder,investigation,626,630
9,resident,intruder,none,631,744
9,resident,intruder,investigation,745,787
9,resident,intruder,none,788,814
9,resident,intruder,investigation,815,827
9,resident,intruder,none,828,976
9,resident,intruder,investigation,977,1021
9,resident,intruder,mount,1022,1097
9,resident,intruder,investigation,1098,1134
9,resident,intruder,none,1135,1600
9,resident,intruder,investigation,1601,1886
9,resident,intruder,none,1887,1913
9,resident,intruder,investigation,1914,2004
9,resident,intruder,none,2005,2498
9,resident,intruder,investigation,2499,2506
9,resident,intruder,none,2507,2529
9,resident,intruder,investigation,2530,2573
9,resident,intruder,none,2574,2600
9,resident,intruder,investigation,2601,2615
9,resident,intruder,mount,2616,2652
9,resident,intruder,investigation,2653,2684
9,resident,intruder,none,2685,2938
9,resident,intruder,investigation,2939,3192
9,resident,intruder,none,3193,3211
9,resident,intruder,investigation,3212,3493
9,resident,intruder,none,3494,3692
9,resident,intruder,investigation,3693,3718
9,resident,intruder,none,3719,4002
9,resident,intruder,investigation,4003,4029
9,resident,intruder,none,4030,4207
9,resident,intruder,investigation,4208,4228
9,resident,intruder,none,4229,4762
9,resident,intruder,investigation,4763,4827
9,resident,intruder,none,4828,5043
9,resident,intruder,investigation,5044,5260
9,resident,intruder,none,5261,5312
9,resident,intruder,investigation,5313,5541
9,resident,intruder,none,5542,5543
9,resident,intruder,investigation,5544,5713
9,resident,intruder,none,5714,5767
9,resident,intruder,investigation,5768,5830
9,resident,intruder,none,5831,6092
9,resident,intruder,investigation,6093,6104
9,resident,intruder,none,6105,6120
9,resident,intruder,investigation,6121,6157
9,resident,intruder,none,6158,6882
9,resident,intruder,investigation,6883,6960
9,resident,intruder,mount,6961,7044
9,resident,intruder,investigation,7045,7076
9,resident,intruder,none,7077,7667
9,resident,intruder,investigation,7668,8561
9,resident,intruder,none,8562,8665
10,intruder,resident,none,0,4259
10,resident,intruder,none,0,0
10,resident,intruder,investigation,1,7
10,resident,intruder,none,8,142
10,resident,intruder,investigation,143,200
10,resident,intruder,none,201,259
10,resident,intruder,investigation,260,329
10,resident,intruder,none,330,384
10,resident,intruder,investigation,385,524
10,resident,intruder,none,525,547
10,resident,intruder,investigation,548,600
10,resident,intruder,mount,601,667
10,resident,intruder,investigation,668,681
10,resident,intruder,none,682,1460
10,resident,intruder,investigation,1461,1633
10,resident,intruder,none,1634,1689
10,resident,intruder,investigation,1690,1694
10,resident,intruder,none,1695,1867
10,resident,intruder,investigation,1868,1926
10,resident,intruder,mount,1927,1945
10,resident,intruder,investigation,1946,2062
10,resident,intruder,none,2063,2087
10,resident,intruder,investigation,2088,2217
10,resident,intruder,mount,2218,2284
10,resident,intruder,investigation,2285,2361
10,resident,intruder,none,2362,2803
10,resident,intruder,investigation,2804,2834
10,resident,intruder,none,2835,3287
10,resident,intruder,investigation,3288,3343
10,resident,intruder,none,3344,3796
10,resident,intruder,investigation,3797,3910
10,resident,intruder,none,3911,4043
10,resident,intruder,investigation,4044,4083
10,resident,intruder,mount,4084,4186
10,resident,intruder,investigation,4187,4207
10,resident,intruder,none,4208,4259
11,intruder,resident,none,0,7189
11,resident,intruder,none,0,5
11,resident,intruder,investigation,6,200
11,resident,intruder,none,201,458
11,resident,intruder,investigation,459,752
11,resident,intruder,none,753,1581
11,resident,intruder,investigation,1582,1642
11,resident,intruder,none,1643,1749
11,resident,intruder,investigation,1750,1757
11,resident,intruder,none,1758,1774
11,resident,intruder,investigation,1775,1889
11,resident,intruder,none,1890,2304
11,resident,intruder,investigation,2305,2421
11,resident,intruder,none,2422,2494
11,resident,intruder,investigation,2495,2503
11,resident,intruder,none,2504,2529
11,resident,intruder,investigation,2530,2539
11,resident,intruder,mount,2540,2580
11,resident,intruder,none,2581,2581
11,resident,intruder,investigation,2582,2715
11,resident,intruder,none,2716,2716
11,resident,intruder,investigation,2717,2738
11,resident,intruder,none,2739,2903
11,resident,intruder,investigation,2904,2937
11,resident,intruder,none,2938,2938
11,resident,intruder,investigation,2939,3054
11,resident,intruder,none,3055,3055
11,resident,intruder,investigation,3056,3084
11,resident,intruder,none,3085,3952
11,resident,intruder,investigation,3953,3966
11,resident,intruder,none,3967,4153
11,resident,intruder,investigation,4154,4206
11,resident,intruder,mount,4207,4295
11,resident,intruder,investigation,4296,4327
11,resident,intruder,none,4328,4459
11,resident,intruder,investigation,4460,4471
11,resident,intruder,mount,4472,4510
11,resident,intruder,investigation,4511,4552
11,resident,intruder,none,4553,4925
11,resident,intruder,investigation,4926,4934
11,resident,intruder,none,4935,5338
11,resident,intruder,investigation,5339,5345
11,resident,intruder,none,5346,5735
11,resident,intruder,investigation,5736,5776
11,resident,intruder,none,5777,6262
11,resident,intruder,investigation,6263,6299
11,resident,intruder,none,6300,6312
11,resident,intruder,investigation,6313,6349
11,resident,intruder,mount,6350,6410
11,resident,intruder,investigation,6411,6419
11,resident,intruder,none,6420,6451
11,resident,intruder,investigation,6452,6491
11,resident,intruder,mount,6492,6596
11,resident,intruder,none,6597,7178
11,resident,intruder,investigation,7179,7187
11,resident,intruder,none,7188,7189
12,intruder,resident,none,0,2262
12,resident,intruder,none,0,52
12,resident,intruder,investigation,53,203
12,resident,intruder,none,204,241
12,resident,intruder,investigation,242,430
12,resident,intruder,none,431,579
12,resident,intruder,investigation,580,1039
12,resident,intruder,none,1040,1084
12,resident,intruder,investigation,1085,1217
12,resident,intruder,none,1218,1296
12,resident,intruder,investigation,1297,1400
12,resident,intruder,none,1401,2262
13,intruder,resident,none,0,8993
13,resident,intruder,none,0,251
13,resident,intruder,investigation,252,278
13,resident,intruder,none,279,291
13,resident,intruder,investigation,292,307
13,resident,intruder,none,308,1092
13,resident,intruder,investigation,1093,1121
13,resident,intruder,none,1122,1122
13,resident,intruder,investigation,1123,1418
13,resident,intruder,none,1419,1514
13,resident,intruder,investigation,1515,1553
13,resident,intruder,mount,1554,1618
13,resident,intruder,investigation,1619,1642
13,resident,intruder,none,1643,1957
13,resident,intruder,investigation,1958,1988
13,resident,intruder,none,1989,2192
13,resident,intruder,investigation,2193,2220
13,resident,intruder,mount,2221,2276
13,resident,intruder,investigation,2277,2436
13,resident,intruder,none,2437,2509
13,resident,intruder,investigation,2510,2535
13,resident,intruder,mount,2536,2610
13,resident,intruder,investigation,2611,2687
13,resident,intruder,mount,2688,2788
13,resident,intruder,none,2789,3270
13,resident,intruder,investigation,3271,3276
13,resident,intruder,none,3277,3936
13,resident,intruder,investigation,3937,3985
13,resident,intruder,none,3986,4031
13,resident,intruder,investigation,4032,4057
13,resident,intruder,none,4058,4075
13,resident,intruder,investigation,4076,4093
13,resident,intruder,mount,4094,4153
13,resident,intruder,none,4154,4530
13,resident,intruder,investigation,4531,4556
13,resident,intruder,none,4557,4684
13,resident,intruder,investigation,4685,4783
13,resident,intruder,none,4784,4841
13,resident,intruder,investigation,4842,4901
13,resident,intruder,none,4902,5438
13,resident,intruder,investigation,5439,5513
13,resident,intruder,none,5514,5684
13,resident,intruder,investigation,5685,5716
13,resident,intruder,mount,5717,5734
13,resident,intruder,investigation,5735,5752
13,resident,intruder,none,5753,6147
13,resident,intruder,investigation,6148,6232
13,resident,intruder,none,6233,6253
13,resident,intruder,investigation,6254,6319
13,resident,intruder,none,6320,6460
13,resident,intruder,investigation,6461,6521
13,resident,intruder,none,6522,8074
13,resident,intruder,investigation,8075,8089
13,resident,intruder,none,8090,8857
13,resident,intruder,investigation,8858,8873
13,resident,intruder,none,8874,8993
14,intruder,resident,none,0,7405
14,resident,intruder,none,0,18
14,resident,intruder,investigation,19,248
14,resident,intruder,none,249,282
14,resident,intruder,investigation,283,733
14,resident,intruder,none,734,1303
14,resident,intruder,investigation,1304,1350
14,resident,intruder,none,1351,1573
14,resident,intruder,investigation,1574,1583
14,resident,intruder,none,1584,1675
14,resident,intruder,investigation,1676,1745
14,resident,intruder,none,1746,2460
14,resident,intruder,investigation,2461,2475
14,resident,intruder,none,2476,2527
14,resident,intruder,investigation,2528,2540
14,resident,intruder,none,2541,2620
14,resident,intruder,investigation,2621,2632
14,resident,intruder,none,2633,2680
14,resident,intruder,investigation,2681,2688
14,resident,intruder,none,2689,2832
14,resident,intruder,investigation,2833,2839
14,resident,intruder,none,2840,2847
14,resident,intruder,investigation,2848,3001
14,resident,intruder,none,3002,3929
14,resident,intruder,investigation,3930,3943
14,resident,intruder,none,3944,4001
14,resident,intruder,investigation,4002,4018
14,resident,intruder,none,4019,5280
14,resident,intruder,investigation,5281,5305
14,resident,intruder,mount,5306,5409
14,resident,intruder,investigation,5410,5748
14,resident,intruder,mount,5749,5782
14,resident,intruder,none,5783,5783
14,resident,intruder,investigation,5784,5830
14,resident,intruder,none,5831,6114
14,resident,intruder,investigation,6115,6129
14,resident,intruder,none,6130,6274
14,resident,intruder,investigation,6275,6426
14,resident,intruder,none,6427,6576
14,resident,intruder,investigation,6577,6789
14,resident,intruder,none,6790,6950
14,resident,intruder,investigation,6951,6965
14,resident,intruder,none,6966,6998
14,resident,intruder,investigation,6999,7363
14,resident,intruder,none,7364,7405
15,intruder,resident,none,0,3691
15,resident,intruder,none,0,0
15,resident,intruder,investigation,1,230
15,resident,intruder,none,231,254
15,resident,intruder,investigation,255,307
15,resident,intruder,none,308,469
15,resident,intruder,investigation,470,623
15,resident,intruder,none,624,826
15,resident,intruder,investigation,827,862
15,resident,intruder,none,863,1414
15,resident,intruder,investigation,1415,1467
15,resident,intruder,none,1468,2342
15,resident,intruder,investigation,2343,2383
15,resident,intruder,mount,2384,2479
15,resident,intruder,none,2480,2480
15,resident,intruder,investigation,2481,2833
15,resident,intruder,none,2834,2900
15,resident,intruder,investigation,2901,2935
15,resident,intruder,none,2936,2977
15,resident,intruder,investigation,2978,3088
15,resident,intruder,none,3089,3691
16,intruder,resident,none,0,6199
16,resident,intruder,none,0,0
16,resident,intruder,investigation,1,50
16,resident,intruder,none,51,1693
16,resident,intruder,investigation,1694,1859
16,resident,intruder,none,1860,2051
16,resident,intruder,investigation,2052,2377
16,resident,intruder,none,2378,2451
16,resident,intruder,investigation,2452,2519
16,resident,intruder,none,2520,2745
16,resident,intruder,investigation,2746,2790
16,resident,intruder,mount,2791,2913
16,resident,intruder,none,2914,3288
16,resident,intruder,investigation,3289,3338
16,resident,intruder,none,3339,3404
16,resident,intruder,investigation,3405,3721
16,resident,intruder,none,3722,4106
16,resident,intruder,investigation,4107,4116
16,resident,intruder,none,4117,4983
16,resident,intruder,investigation,4984,4992
16,resident,intruder,none,4993,6135
16,resident,intruder,investigation,6136,6195
16,resident,intruder,none,6196,6199
17,intruder,resident,none,0,6126
17,resident,intruder,none,0,0
17,resident,intruder,investigation,1,513
17,resident,intruder,none,514,549
17,resident,intruder,investigation,550,1046
17,resident,intruder,none,1047,1091
17,resident,intruder,investigation,1092,1287
17,resident,intruder,none,1288,1495
17,resident,intruder,investigation,1496,1499
17,resident,intruder,attack,1500,1624
17,resident,intruder,investigation,1625,1637
17,resident,intruder,attack,1638,1656
17,resident,intruder,investigation,1657,1731
17,resident,intruder,attack,1732,1784
17,resident,intruder,investigation,1785,1812
17,resident,intruder,none,1813,2029
17,resident,intruder,investigation,2030,2169
17,resident,intruder,mount,2170,2219
17,resident,intruder,investigation,2220,2253
17,resident,intruder,mount,2254,2302
17,resident,intruder,attack,2303,2350
17,resident,intruder,investigation,2351,2424
17,resident,intruder,none,2425,2577
17,resident,intruder,attack,2578,2610
17,resident,intruder,investigation,2611,2706
17,resident,intruder,none,2707,2707
17,resident,intruder,investigation,2708,2804
17,resident,intruder,none,2805,2947
17,resident,intruder,investigation,2948,3031
17,resident,intruder,mount,3032,3068
17,resident,intruder,investigation,3069,3088
17,resident,intruder,none,3089,3396
17,resident,intruder,investigation,3397,3407
17,resident,intruder,mount,3408,3452
17,resident,intruder,investigation,3453,3499
17,resident,intruder,none,3500,3533
17,resident,intruder,investigation,3534,3543
17,resident,intruder,mount,3544,3595
17,resident,intruder,investigation,3596,3798
17,resident,intruder,mount,3799,3834
17,resident,intruder,investigation,3835,3857
17,resident,intruder,none,3858,5467
17,resident,intruder,investigation,5468,5498
17,resident,intruder,none,5499,6126
18,intruder,resident,none,0,4460
18,resident,intruder,none,0,0
18,resident,intruder,investigation,1,119
18,resident,intruder,attack,120,155
18,resident,intruder,investigation,156,278
18,resident,intruder,attack,279,311
18,resident,intruder,none,312,359
18,resident,intruder,investigation,360,392
18,resident,intruder,none,393,790
18,resident,intruder,investigation,791,937
18,resident,intruder,none,938,2691
18,resident,intruder,investigation,2692,2736
18,resident,intruder,none,2737,2854
18,resident,intruder,investigation,2855,2888
18,resident,intruder,none,2889,4460
19,intruder,resident,none,0,3713
19,resident,intruder,none,0,68
19,resident,intruder,investigation,69,72
19,resident,intruder,none,73,941
19,resident,intruder,investigation,942,951
19,resident,intruder,none,952,2023
19,resident,intruder,investigation,2024,2039
19,resident,intruder,none,2040,2091
19,resident,intruder,investigation,2092,2128
19,resident,intruder,none,2129,2148
19,resident,intruder,investigation,2149,2309
19,resident,intruder,none,2310,3713
20,intruder,resident,none,0,11321
20,resident,intruder,none,0,0
20,resident,intruder,investigation,1,9
20,resident,intruder,none,10,509
20,resident,intruder,investigation,510,746
20,resident,intruder,none,747,780
20,resident,intruder,investigation,781,1333
20,resident,intruder,none,1334,1827
20,resident,intruder,investigation,1828,1959
20,resident,intruder,mount,1960,2012
20,resident,intruder,investigation,2013,2129
20,resident,intruder,none,2130,3074
20,resident,intruder,investigation,3075,3279
20,resident,intruder,none,3280,4526
20,resident,intruder,investigation,4527,4546
20,resident,intruder,none,4547,5493
20,resident,intruder,investigation,5494,5502
20,resident,intruder,none,5503,5548
20,resident,intruder,investigation,5549,5819
20,resident,intruder,none,5820,5863
20,resident,intruder,investigation,5864,6030
20,resident,intruder,none,6031,7126
20,resident,intruder,investigation,7127,7371
20,resident,intruder,none,7372,7591
20,resident,intruder,investigation,7592,7859
20,resident,intruder,none,7860,8024
20,resident,intruder,investigation,8025,8924
20,resident,intruder,none,8925,9609
20,resident,intruder,investigation,9610,9629
20,resident,intruder,none,9630,9921
20,resident,intruder,investigation,9922,9988
20,resident,intruder,mount,9989,10032
20,resident,intruder,investigation,10033,10086
20,resident,intruder,none,10087,10170
20,resident,intruder,investigation,10171,10457
20,resident,intruder,mount,10458,10489
20,resident,intruder,investigation,10490,10727
20,resident,intruder,none,10728,10791
20,resident,intruder,investigation,10792,10811
20,resident,intruder,none,10812,11321
21,intruder,resident,none,0,9791
21,resident,intruder,none,0,379
21,resident,intruder,investigation,380,397
21,resident,intruder,none,398,527
21,resident,intruder,investigation,528,592
21,resident,intruder,none,593,718
21,resident,intruder,investigation,719,777
21,resident,intruder,none,778,810
21,resident,intruder,investigation,811,834
21,resident,intruder,none,835,1028
21,resident,intruder,investigation,1029,1095
21,resident,intruder,none,1096,1146
21,resident,intruder,investigation,1147,1510
21,resident,intruder,none,1511,1525
21,resident,intruder,investigation,1526,2132
21,resident,intruder,none,2133,3633
21,resident,intruder,investigation,3634,3642
21,resident,intruder,none,3643,3987
21,resident,intruder,investigation,3988,3998
21,resident,intruder,none,3999,4567
21,resident,intruder,investigation,4568,5088
21,resident,intruder,none,5089,6730
21,resident,intruder,investigation,6731,7040
21,resident,intruder,none,7041,7108
21,resident,intruder,investigation,7109,7710
21,resident,intruder,none,7711,7773
21,resident,intruder,investigation,7774,8283
21,resident,intruder,none,8284,8575
21,resident,intruder,investigation,8576,9305
21,resident,intruder,none,9306,9492
21,resident,intruder,investigation,9493,9773
21,resident,intruder,none,9774,9791
22,intruder,resident,none,0,1837
22,resident,intruder,none,0,31
22,resident,intruder,investigation,32,332
22,resident,intruder,none,333,792
22,resident,intruder,investigation,793,1212
22,resident,intruder,none,1213,1248
22,resident,intruder,investigation,1249,1259
22,resident,intruder,none,1260,1421
22,resident,intruder,investigation,1422,1837
23,intruder,resident,none,0,8898
23,resident,intruder,none,0,94
23,resident,intruder,investigation,95,109
23,resident,intruder,none,110,127
23,resident,intruder,investigation,128,458
23,resident,intruder,none,459,679
23,resident,intruder,investigation,680,1464
23,resident,intruder,none,1465,1963
23,resident,intruder,investigation,1964,1980
23,resident,intruder,none,1981,2106
23,resident,intruder,investigation,2107,2376
23,resident,intruder,none,2377,4425
23,resident,intruder,investigation,4426,4440
23,resident,intruder,none,4441,4520
23,resident,intruder,investigation,4521,4538
23,resident,intruder,none,4539,4589
23,resident,intruder,investigation,4590,4885
23,resident,intruder,none,4886,5358
23,resident,intruder,investigation,5359,5390
23,resident,intruder,none,5391,5430
23,resident,intruder,investigation,5431,5489
23,resident,intruder,none,5490,6022
23,resident,intruder,investigation,6023,6080
23,resident,intruder,none,6081,7229
23,resident,intruder,investigation,7230,8437
23,resident,intruder,none,8438,8489
23,resident,intruder,investigation,8490,8714
23,resident,intruder,none,8715,8762
23,resident,intruder,investigation,8763,8898
24,intruder,resident,none,0,3769
24,resident,intruder,none,0,0
24,resident,intruder,investigation,1,57
24,resident,intruder,none,58,82
24,resident,intruder,investigation,83,193
24,resident,intruder,none,194,236
24,resident,intruder,investigation,237,254
24,resident,intruder,mount,255,347
24,resident,intruder,none,348,408
24,resident,intruder,investigation,409,467
24,resident,intruder,none,468,509
24,resident,intruder,investigation,510,528
24,resident,intruder,mount,529,697
24,resident,intruder,none,698,715
24,resident,intruder,investigation,716,727
24,resident,intruder,none,728,770
24,resident,intruder,investigation,771,789
24,resident,intruder,mount,790,898
24,resident,intruder,none,899,943
24,resident,intruder,investigation,944,972
24,resident,intruder,mount,973,1049
24,resident,intruder,none,1050,1054
24,resident,intruder,investigation,1055,1079
24,resident,intruder,none,1080,1163
24,resident,intruder,investigation,1164,1184
24,resident,intruder,none,1185,1304
24,resident,intruder,investigation,1305,1335
24,resident,intruder,mount,1336,1530
24,resident,intruder,investigation,1531,1557
24,resident,intruder,none,1558,1704
24,resident,intruder,investigation,1705,1723
24,resident,intruder,mount,1724,1975
24,resident,intruder,investigation,1976,2002
24,resident,intruder,none,2003,2350
24,resident,intruder,investigation,2351,2374
24,resident,intruder,mount,2375,2464
24,resident,intruder,none,2465,2514
24,resident,intruder,investigation,2515,2528
24,resident,intruder,mount,2529,2688
24,resident,intruder,investigation,2689,2714
24,resident,intruder,none,2715,2811
24,resident,intruder,investigation,2812,2825
24,resident,intruder,mount,2826,3067
24,resident,intruder,none,3068,3114
24,resident,intruder,mount,3115,3171
24,resident,intruder,none,3172,3172
24,resident,intruder,mount,3173,3179
24,resident,intruder,none,3180,3220
24,resident,intruder,mount,3221,3417
24,resident,intruder,none,3418,3501
24,resident,intruder,mount,3502,3699
24,resident,intruder,none,3700,3767
24,resident,intruder,mount,3768,3769
25,intruder,resident,none,0,3631
25,resident,intruder,none,0,0
25,resident,intruder,mount,1,84
25,resident,intruder,none,85,138
25,resident,intruder,investigation,139,268
25,resident,intruder,none,269,338
25,resident,intruder,investigation,339,361
25,resident,intruder,mount,362,421
25,resident,intruder,none,422,500
25,resident,intruder,investigation,501,519
25,resident,intruder,mount,520,713
25,resident,intruder,investigation,714,719
25,resident,intruder,none,720,793
25,resident,intruder,investigation,794,845
25,resident,intruder,none,846,871
25,resident,intruder,investigation,872,878
25,resident,intruder,none,879,987
25,resident,intruder,investigation,988,1003
25,resident,intruder,mount,1004,1089
25,resident,intruder,none,1090,1345
25,resident,intruder,investigation,1346,1363
25,resident,intruder,mount,1364,1406
25,resident,intruder,none,1407,1609
25,resident,intruder,investigation,1610,1626
25,resident,intruder,mount,1627,1817
25,resident,intruder,none,1818,1874
25,resident,intruder,investigation,1875,1913
25,resident,intruder,mount,1914,1959
25,resident,intruder,investigation,1960,1973
25,resident,intruder,mount,1974,2036
25,resident,intruder,investigation,2037,2054
25,resident,intruder,mount,2055,2126
25,resident,intruder,investigation,2127,2134
25,resident,intruder,none,2135,2207
25,resident,intruder,investigation,2208,2217
25,resident,intruder,none,2218,2529
25,resident,intruder,investigation,2530,2556
25,resident,intruder,none,2557,2563
25,resident,intruder,investigation,2564,2586
25,resident,intruder,mount,2587,2703
25,resident,intruder,none,2704,3442
25,resident,intruder,investigation,3443,3479
25,resident,intruder,mount,3480,3615
25,resident,intruder,none,3616,3631
26,intruder,resident,none,0,1986
26,resident,intruder,none,0,89
26,resident,intruder,investigation,90,103
26,resident,intruder,attack,104,181
26,resident,intruder,investigation,182,199
26,resident,intruder,attack,200,234
26,resident,intruder,none,235,244
26,resident,intruder,investigation,245,313
26,resident,intruder,none,314,538
26,resident,intruder,attack,539,611
26,resident,intruder,none,612,873
26,resident,intruder,investigation,874,888
26,resident,intruder,none,889,981
26,resident,intruder,investigation,982,992
26,resident,intruder,none,993,1124
26,resident,intruder,investigation,1125,1147
26,resident,intruder,none,1148,1565
26,resident,intruder,investigation,1566,1600
26,resident,intruder,none,1601,1724
26,resident,intruder,investigation,1725,1761
26,resident,intruder,none,1762,1986
27,intruder,resident,none,0,1035
27,resident,intruder,none,0,0
27,resident,intruder,attack,1,1
27,resident,intruder,investigation,2,71
27,resident,intruder,attack,72,91
27,resident,intruder,investigation,92,109
27,resident,intruder,none,110,157
27,resident,intruder,investigation,158,225
27,resident,intruder,attack,226,292
27,resident,intruder,none,293,375
27,resident,intruder,investigation,376,413
27,resident,intruder,attack,414,455
27,resident,intruder,investigation,456,493
27,resident,intruder,none,494,578
27,resident,intruder,investigation,579,582
27,resident,intruder,none,583,711
27,resident,intruder,investigation,712,730
27,resident,intruder,attack,731,888
27,resident,intruder,investigation,889,928
27,resident,intruder,attack,929,973
27,resident,intruder,investigation,974,1005
27,resident,intruder,none,1006,1035
28,intruder,resident,none,0,3040
28,resident,intruder,none,0,0
28,resident,intruder,investigation,1,3
28,resident,intruder,none,4,223
28,resident,intruder,investigation,224,423
28,resident,intruder,mount,424,475
28,resident,intruder,none,476,634
28,resident,intruder,investigation,635,694
28,resident,intruder,none,695,924
28,resident,intruder,investigation,925,935
28,resident,intruder,none,936,1289
28,resident,intruder,investigation,1290,1294
28,resident,intruder,none,1295,1485
28,resident,intruder,investigation,1486,1497
28,resident,intruder,mount,1498,1570
28,resident,intruder,none,1571,1850
28,resident,intruder,investigation,1851,1885
28,resident,intruder,mount,1886,2136
28,resident,intruder,none,2137,2653
28,resident,intruder,investigation,2654,2708
28,resident,intruder,mount,2709,2875
28,resident,intruder,none,2876,2995
28,resident,intruder,investigation,2996,3040
29,intruder,resident,none,0,1606
29,resident,intruder,none,0,0
29,resident,intruder,attack,1,86
29,resident,intruder,investigation,87,113
29,resident,intruder,attack,114,213
29,resident,intruder,investigation,214,244
29,resident,intruder,none,245,306
29,resident,intruder,investigation,307,326
29,resident,intruder,attack,327,466
29,resident,intruder,none,467,583
29,resident,intruder,investigation,584,595
29,resident,intruder,attack,596,702
29,resident,intruder,investigation,703,760
29,resident,intruder,none,761,908
29,resident,intruder,investigation,909,922
29,resident,intruder,attack,923,1133
29,resident,intruder,none,1134,1231
29,resident,intruder,investigation,1232,1238
29,resident,intruder,attack,1239,1526
29,resident,intruder,none,1527,1593
29,resident,intruder,investigation,1594,1606
30,intruder,resident,none,0,5095
30,resident,intruder,none,0,160
30,resident,intruder,investigation,161,417
30,resident,intruder,mount,418,559
30,resident,intruder,none,560,583
30,resident,intruder,investigation,584,597
30,resident,intruder,none,598,755
30,resident,intruder,investigation,756,809
30,resident,intruder,none,810,892
30,resident,intruder,investigation,893,911
30,resident,intruder,mount,912,1041
30,resident,intruder,none,1042,1168
30,resident,intruder,investigation,1169,1206
30,resident,intruder,mount,1207,1307
30,resident,intruder,none,1308,1341
30,resident,intruder,investigation,1342,1377
30,resident,intruder,mount,1378,1610
30,resident,intruder,none,1611,1757
30,resident,intruder,investigation,1758,1772
30,resident,intruder,mount,1773,2051
30,resident,intruder,none,2052,2651
30,resident,intruder,investigation,2652,2663
30,resident,intruder,none,2664,2854
30,resident,intruder,investigation,2855,2888
30,resident,intruder,mount,2889,3036
30,resident,intruder,none,3037,3127
30,resident,intruder,investigation,3128,3175
30,resident,intruder,mount,3176,3253
30,resident,intruder,none,3254,3460
30,resident,intruder,investigation,3461,3553
30,resident,intruder,none,3554,3561
30,resident,intruder,investigation,3562,3628
30,resident,intruder,none,3629,3638
30,resident,intruder,investigation,3639,3655
30,resident,intruder,none,3656,4416
30,resident,intruder,investigation,4417,4467
30,resident,intruder,none,4468,4855
30,resident,intruder,investigation,4856,4880
30,resident,intruder,none,4881,5095
31,intruder,resident,none,0,5762
